	date	category	content	sentiment_score
337	2022-05-05	Finance	40 000 student loan borrowers get immediate debt cancellation automatically questions remain . biden administration indicated tens thousands borrowers eligible immediate student loan forgiveness following sweeping changes key federal student loan programs . questions remain actual timing implementation relief.	-0.007574945688247681
338	2022-05-05	Finance	student loans car payments credit cards cost fed raises interest rates . federal reserve wednesday authorized biggest interest rate hike 22 years doubling policy already driving borrowing costs.	0.06673892587423325
339	2022-05-05	Finance	spirit ceo says jetblue merger bid creates puzzles solved . spirit ceo ted christie said jetblue proposed merger three puzzle pieces make unlikely ever occur.	-0.35643574269488454
340	2022-05-05	Finance	lt group appoints billionaire lucio tan grandson vice chairman conglomerate gears recovery . billionaire lucio tan 29 year old grandson lucio tan iii appointed vice chairman chief operating officer lt group tan reorganizes investment holding company anticipation post pandemic earnings recovery.	0.09545204043388367
341	2022-05-05	Stock Market	amd crushes earnings new chip leadership emerges leaving intel dust . close tuesday executives advanced micro devices amd reported blow first quarter earnings . share price performance important . time buy semiconductor stocks.	-0.34152215998619795
342	2022-05-05	Finance	thai beverage billionaire revives plan list regional beer unit singapore . thai beverage controlled thai billionaire charoen sirivadhanabhakdi revived plans list regional beer business singapore bourse move seen boosting growth potential brewery unit group.	0.5905960500240326
343	2022-05-05	Finance	mortgage rates impact real estate market retirement accounts . 5.25 percent mortgage rate might sound outlandish right used hearing rates historically low recent history.	-0.520857036113739
344	2022-05-05	Stock Market	expect yelp stock post q1 . yelp able maintain high teens revenue growth rates upticks usage review creation 2021 terms company metrics.	0.11204030178487301
345	2022-05-05	Finance	student loan cancellation 3 ways biden could cancel student loans . way biden cancel student loans	-0.5573117956519127
346	2022-05-05	Stock Market	snap stock fairly priced . snap american camera social media company primarily generates revenue advertising snap ads ar ads sponsored filters sponsored lenses.	0.10748577304184437
347	2022-05-05	Stock Market	market rewarding adp stock . 14 percent growth new business bookings worksite employees adp revenues likely expand 9 10 percent fiscal 2022.	0.9445300996303558
348	2022-05-05	Stock Market	fight fed sell stocks . bull markets buy dips . bear markets sell rips.	-0.3159475792199373
349	2022-05-05	Stock Market	paramount streaming push help hurt stock . year year revenue decline largely due impact company tv media division airing super bowl moved comcast year resulting lower advertising sales.	-0.9835111796855927
350	2022-05-05	Finance	need teachers . retirement benefits help front . time need teachers address acute workforce shortfall pensions help serve important recruitment retention tool.	0.035370100289583206
351	2022-05-05	Stock Market	wayfair stock 78 percent peak active customer count falls 23.4 percent . wayfair active customer count decelerating stock lost 78 percent value . long grows	-0.6531505193561316
352	2022-05-05	Stock Market	dow plunges 1 000 points tech shares crater stocks erase gains post fed rally . market worst day since 2020.	-0.7373178601264954
353	2022-05-05	Stock Market	better pick medtronic stock . looking stock returns cvs 18 percent growth much better medtronic 20 percent change last twelve months.	0.4938054531812668
354	2022-05-06	Finance	investors favor macro hedge funds flows strategy outperforming macro . investors also expected robust returns macro funds already poured billions dollars strategy year date.	0.8264116942882538
355	2022-05-06	Finance	investors navigate recent volatility . investors thinking increasing equity exposure historically best time invest feel worst . even highly experienced successful investors find taking plunge difficult particularly prices keep falling	-0.566412599136432
356	2022-05-06	Finance	warren buffett takes another bite apple . legendary investor took advantage dip 1st quarter	0.10981001518666744
357	2022-05-06	Stock Market	robinhood raises acat fee 33 percent fee equates 41 percent median balance . robinhood raising fee transfer assets robinhood brokerage account another institution 33 percent.	0.0791253037750721
358	2022-05-06	Finance	widows forgotten investors . attention ft gave female baby boomer investors come surprise wealth managers aware time widows often neglected financial advisors tend develop relationships male spouse children seen ...	-0.03817923739552498
359	2022-05-06	Stock Market	stock picking challenge 3 best bets . beat market	0.04322813265025616
360	2022-05-06	Finance	another look marcum friedman accountant merger would quicken u.s. firm expansion asia . combined firm approximately billion revenue	0.4636145727708936
361	2022-05-06	Stock Market	stocks fall fifth straight week experts warn selloffs ahead . stocks extended losses thursday brutal selloff.	-0.9686034917831421
362	2022-05-06	Finance	mothers need know retirement . financial security retirement increasingly precarious americans especially women . celebrate mother day three things mothers need know retirement.	-0.3769862713913123
363	2022-05-06	Finance	scamdemic another consequence covid 19. tips older adults avoid falling victim 3 top scams romance cryptocurrency imposter scams	-0.10721565037965775
364	2022-05-06	Cryptocurrencies	bitcoin trades lowest since february suffering losses . bitcoin prices logged additional losses today drop suffered yesterday . analysts weigh drove latest declines.	-0.9816482265790304
365	2022-05-06	Finance	update bery prdo wldn kop may 6. berry global group bery reported earnings yesterday morning . fiscal 2022 q2 net sales grew 12.0 percent year year .78 billion exceeded analysts expectations .6 million higher selling prices million stemming pass inflation made ...	0.48682431876659393
366	2022-05-06	Finance	fed rate hike means markets investors . fed rate hike biggest since 2000. indexes gained immediately following news declining thursday . means investors.	0.2813874629015724
367	2022-05-06	Finance	comparing retirement investment returns right metric . often hear people discuss good investment returns . think also important know expect investment journey . journey surely unique needs values.	0.06413427460938692
368	2022-05-06	Finance	take control career 50. advice expert kerry hannon published book	0.024535665288567543
369	2022-05-06	Finance	washington kill tax credits u.s. companies russia next . senators ron wyden rob portman want take away tax breaks american companies russia.	-0.16376650892198086
370	2022-05-06	Stock Market	benchmark price correction weigh heavily bp stock . recent filings company reiterated long term profitability targets considering brent bbl 2025 bbl 2030.	-0.05962267518043518
371	2022-05-06	Finance	fed best weapon fight inflation gold fed use . federal reserve says actions wednesday show serious fighting inflation . trouble use best weapon possible gold.	-0.1028805769359072
372	2022-05-06	Finance	hong kong single candidate election anoint former policeman city new leader . john lee due formally selected hong kong new leader sunday election features one candidate . first election city top job since beijing passed legislation last year ensures patriots govern hong kong.	0.026863909016052883
373	2022-05-06	Stock Market	moderna strong q1 help beaten stock . total revenues rose around .07 billion earnings per share standing .58 marking three fold increase year ago period company started ramping vaccine sales.	0.9158001244068146
374	2022-05-06	Finance	busted bausch lomb ipo doom ipo market cash burning startups . bausch lomb busted ipo cost parent billions write downs . also signals trouble ahead ipo market venture backed startups	-0.6552640112737814
375	2022-05-06	Finance	u.s. added 428 000 jobs april beating expectations hot labor market spurs fed rate hikes . job gains april surpassed roughly 400 000 new jobs economists forecast.	0.356351763010025
376	2022-05-06	Stock Market	dentsply stock likely offer superior returns pharmaceuticals company . think dentsply stock nasdaq xray dental equipment company currently better pick teva pharmaceuticals stock nyse teva despite expensive two trading 2.0x trailing revenues compared 0.5x teva.	0.8713531196117401
377	2022-05-06	Finance	new plan combat elder poverty help people save retirement . nothing number poor near poor people age 62 increase 25 percent 2018 2045 17.5 million 21.8 million.	0.12026186846196651
378	2022-05-06	Finance	three clever ways cyber criminals hack personal data . three recent data stealing techniques guard malicious qr code usb devices fake charitable organizations.	-0.033726845402270555
379	2022-05-06	Finance	3 ways avoid ukraine linked investment cyber scams . probably getting bombarded countless solicitations help ukraine.	-0.43906249292194843
380	2022-05-06	Stock Market	happening airbnb stock . travel industry witnessing surge demand covid 19 cases recede globally airbnb prime beneficiary given increasing consumer preference home shares company strength cities urban areas travel likely rebound even stronger.	0.5037645623087883
381	2022-05-06	Finance	future retail never murkier . future retail murky ever . one thing clear though . center customer . alive well always interested engaging interesting brands innovative companies great products.	-0.17287418181076647
382	2022-05-06	Finance	higher interest rates finally cool red hot housing market . fed raising interest rates hot housing market finally start cooling	0.32681573182344437
383	2022-05-06	Finance	pcaob officials arrive beijing week review . asian equities followed us equities lower except japan overnight delayed reaction us fed 0.50 percent interest rate hike wednesday bled asian markets.	-0.49123079143464565
384	2022-05-06	Finance	labor market adds 428 000 jobs remains tight . us labor market added 428 000 jobs april another month solid payroll growth.	-0.022216826677322388
385	2022-05-06	Finance	storm clouds hover retirement confidence america . annual survey finds workers feel chipper retirement savings soon change	-0.6461437046527863
386	2022-05-07	Stock Market	stock market price levels nasdaq 100 p 500. support levels areas price chart enough buyers showed previously reverse downward pressure sellers.	0.3271598815917969
387	2022-05-07	Stock Market	stock market selling storm time buy . bear market appears reached bottom	0.25280554313212633
388	2022-05-07	Finance	recession one discuss equity investors rush exit . incoming data tell us recession unfolding . recession recognized business community fed forced stop tightening.	-0.8592778245608012
389	2022-05-07	Finance	7 percent dividends built recession . times like closed end fund cef dividends key tool help see us.	-0.4620518907904625
390	2022-05-07	Finance	government stop punishing poor trying make things little better . punitive rules make people even dependent government aid less.	-0.3403319790959358
391	2022-05-07	Finance	2022 become kentucky derby investing . today kentucky derby horse racing well known event unmistakable metaphor many things see current investment markets.	0.015668500680476427
392	2022-05-07	Finance	biden cancel student loans 5 reasons . 5 reasons biden may cancel student loans.	-0.4413595646619797
393	2022-05-07	Cryptocurrencies	de facto ban serious bitcoin warning issued price crash hits ethereum bnb xrp luna solana cardano avalanche . chief strategy officer billion crypto asset manager coinshares meltem demirors warned governments going try ban bitcoin cryptocurrencies ...	-0.844292014837265
394	2022-05-07	Finance	ukraine war stop . avenue open vladimir putin may use victory day engage much needed risk management declare mission accomplished context much degraded russian army.	-0.2922210171818733
395	2022-05-08	Cryptocurrencies	extreme fear crypto crash suddenly wipes billion price bitcoin ethereum bnb xrp luna solana cardano avalanche . bitcoin ethereum major cryptocurrencies fallen sharply wiping around billion crypto market matter days.	-0.5452895574271679
396	2022-05-09	Finance	billionaire ng family far east perennial buy singapore cbd property million . far east organization sino land partnered perennial holdings buy iconic golden mile complex edge singapore central business district million adding signs robust demand older properties earmarked redevelopment financial hub.	0.48439010605216026
397	2022-05-09	Stock Market	hong kong stock exchange closed buddha birthday may 9. bourses mainland china remain open	-0.054151251912117004
398	2022-05-09	Finance	61st anniversary vast wasteland speech honor newton minow public option social media .. congress answer 55 years ago newt minow vast wasteland speech commercial television public broadcasting act . pba day brings pbs npr via corporation public broadcasting cpb . time add public option social media cpb portfolio.	0.028405775005618732
399	2022-05-09	Stock Market	stocks week sell short bed bath beyond d.h. horton . tradable low unlikely late june . short sales selections.	-0.11754431730757157
400	2022-05-09	Finance	volatility stays high bottom sight . market declines last longer expect mean identify series support levels determine levels tolerate . protective stops important downside targets exceeded patience critical avoid buying early.	0.41621800263722736
401	2022-05-09	Finance	review rich play david wessel . make moment nerdy billionaire excess . 364 guests outfitted lord rings costume made designer oscar moviel	-0.059056551195681095
402	2022-05-09	Finance	four lessons warren buffett charlie munger . buffett munger partnership managing berkshire hathaway produced arguably remarkable extended performance investors ever recorded . market volatility ramped along uncertainty optimal time revisit four timeless lessons.	0.3025379702448845
403	2022-05-09	Finance	dr. fauci diagnoses china bad economic habits . china stubborn embrace lockdowns step omicron phase pandemic.	-0.9495051801204681
404	2022-05-09	Finance	5 apps help teens start investing . 5 apps help parents teach children invest.	0.06024591997265816
405	2022-05-09	Cryptocurrencies	crypto brings transparency crypto reporting needs catch . lack consistent crypto reporting continues drag sector	-0.44946711137890816
406	2022-05-09	Cryptocurrencies	analyst believes bitcoin could soon fall 000. carter braxton worth technical analyst believes bitcoin could break support levels soon fall 000.	-0.9767757654190063
407	2022-05-09	Stock Market	best mid cap dividend stocks 2022. mid cap dividend stocks best bargain board right.	0.09892547875642776
408	2022-05-09	Finance	optimize energy put financial planning . studies suggest 80 percent financial planning recommendations never implemented optimize energy put financial planning.	0.0635675135999918
409	2022-05-09	Finance	ask larry 2022 cola apply benefit rates people born 1960 . today social security column addresses questions 2022 cola applied benefit rates happens divorced spousal benefits ex dies whether ssa actually overpaid benefits.	-0.0025595221668481827
410	2022-05-09	Finance	singapore tycoon kwek leng beng cdl suburban housing project sees robust sales despite property curbs . city developments sold 77 percent residential units piccadilly grand residential condominium jointly developing hongkong land unit mcl land outside singapore central business district despite government property cooling measures.	0.6117812842130661
